filial_venda,seq_nota_fiscal,cod_produto_venda,qtd_venda,um_venda,preco_unit_venda,total_venda,cod_vendedor,estado,dt_emissao,nome_cliente,chave_cliente
01009,191142,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,31/07/2024,IRMAOS MUFFATO CIA LTDA LJ 90 -FAZ. RIO,764304380090
01009,166239,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,166239,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,174605,PA01020010,2.540,KG,"10,30","26.163,65",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,166239,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,166239,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,166239,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,174579,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 92 - PONTA,764304380092
01009,166257,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ76 - CIC,764304380076
01009,174645,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ76 - CIC,764304380076
01009,166257,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ76 - CIC,764304380076
01009,166257,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ76 - CIC,764304380076
01009,174597,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,13/05/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,174595,PA01020010,1.693,KG,"10,30","17.442,43",000008,PR,13/05/2024,IRMAOS MUFFATO S.A LJ 113,764304380113
01009,171398,PA01020010,423,KG,"10,30","4.360,61",000008,PR,24/04/2024,IRMAOS MUFFATO S.A LJ 113,764304380113
01009,174589,PA01020010,847,KG,"10,30","8.721,22",000008,PR,13/05/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,174651,PA01020010,847,KG,"10,30","8.721,22",000008,PR,13/05/2024,IRMAOS MUFFATO S.A LJ 122,764304380122
01009,166273,PA01020010,847,KG,"10,30","8.721,22",000008,PR,26/03/2024,IRMAOS MUFFATO S.A LJ 122,764304380122
01009,191100,PA01020010,423,KG,"10,30","4.360,61",000008,PR,31/07/2024,IRMAOS MUFFATO S.A LJ 122,764304380122
01009,166273,PA01020010,847,KG,"10,30","8.721,22",000008,PR,26/03/2024,IRMAOS MUFFATO S.A LJ 122,764304380122
01009,165173,PA01020010,847,KG,"10,30","8.721,22",000009,PR,19/03/2024,L. DIAS DISTRIBUIDORA DE ALIMENTOS LTDA,036548430001
01009,153219,PA01020010,847,KG,"10,30","8.721,22",000009,PR,16/01/2024,L. DIAS DISTRIBUIDORA DE ALIMENTOS LTDA,036548430001
01009,163471,PA01020010,1.693,KG,"9,90","16.765,06",000009,PR,11/03/2024,MIG ATACADO E VAREJO LTDA,852441680013
01009,163471,PA01020010,1.693,KG,"9,90","16.765,06",000009,PR,11/03/2024,MIG ATACADO E VAREJO LTDA,852441680013
01009,163471,PA01020010,1.693,KG,"9,90","16.765,06",000009,PR,11/03/2024,MIG ATACADO E VAREJO LTDA,852441680013
01009,161405,PA01020010,847,KG,"10,30","8.721,22",000009,PR,28/02/2024,SANCHES E VECCHIATE LTDA - CD,036445870004
01009,161405,PA01020010,847,KG,"10,30","8.721,22",000009,PR,28/02/2024,SANCHES E VECCHIATE LTDA - CD,036445870004
01009,161405,PA01020010,847,KG,"10,30","8.721,22",000009,PR,28/02/2024,SANCHES E VECCHIATE LTDA - CD,036445870004
01009,166870,PA01020010,3.387,KG,"9,90","33.530,11",000008,PR,29/03/2024,SENDAS DISTRIBUIDORA S/A - LJ 314,060572230547
01009,166882,PA01020010,847,KG,"9,90","8.382,53",000008,PR,29/03/2024,SENDAS DISTRIBUIDORA S/A LJ 215,060572230453
01009,161378,PA01020010,847,KG,"9,89","8.374,06",000008,PR,28/02/2024,SENDAS DISTRIBUIDORA S/A LJ 71,060572230247
01009,166878,PA01020010,1.693,KG,"9,90","16.765,06",000008,PR,29/03/2024,SENDAS DISTRIBUIDORA S/A LJ 71,060572230247
01009,166886,PA01020010,1.693,KG,"9,90","16.765,06",000008,PR,29/03/2024,SENDAS DISTRIBUIDORA S/A LJ 79,060572230274
01009,160570,PA01020010,847,KG,"9,89","8.374,06",000008,PR,24/02/2024,SENDAS DISTRIBUIDORA SA - LJ 259,060572230488
01009,160570,PA01020010,847,KG,"9,89","8.374,06",000008,PR,24/02/2024,SENDAS DISTRIBUIDORA SA - LJ 259,060572230488
01009,161380,PA01020010,847,KG,"9,89","8.374,06",000008,PR,28/02/2024,SENDAS DISTRIBUIDORA SA LJ 162,060572230349
01009,166874,PA01020010,2.540,KG,"9,90","25.147,58",000008,PR,29/03/2024,SENDAS DISTRIBUIDORA SA LJ 162,060572230349
01009,161710,PA01020010,847,KG,"9,89","8.374,06",000008,PR,01/03/2024,SENDAS DISTRIBUIDORA SA LJ 162,060572230349
01009,161380,PA01020010,847,KG,"9,89","8.374,06",000008,PR,28/02/2024,SENDAS DISTRIBUIDORA SA LJ 162,060572230349
01009,160563,PA01020010,2.540,KG,"9,89","25.122,18",000008,PR,24/02/2024,SENDAS DISTRIBUIDORA SA LJ 229,060572230474
01009,151913,PA01020010,847,KG,"9,89","8.374,06",000008,PR,11/01/2024,SENDAS DISTRIBUIDORA SA LJ 229,060572230474
01009,160563,PA01020010,2.540,KG,"9,89","25.122,18",000008,PR,24/02/2024,SENDAS DISTRIBUIDORA SA LJ 229,060572230474
01009,160556,PA01020010,5.080,KG,"9,89","50.244,36",000008,PR,24/02/2024,SENDAS DISTRIBUIDORA SA LJ 99,060572230367
01009,160556,PA01020010,5.080,KG,"9,89","50.244,36",000008,PR,24/02/2024,SENDAS DISTRIBUIDORA SA LJ 99,060572230367
01009,163657,PA01020010,101,KG,"10,45","1.053,36",000008,PR,11/03/2024,SUPER PUPPO SUPERMERCADOS LTDA,267755520003
01009,163657,PA01020010,101,KG,"10,45","1.053,36",000008,PR,11/03/2024,SUPER PUPPO SUPERMERCADOS LTDA,267755520003
01009,164401,PA01020010,13.548,KG,"9,70","131.410,94",000009,PR,14/03/2024,SUPERMERCADO JACOMAR LTDA,784133250008
01009,162084,PA01020010,9.314,KG,"10,33","96.212,79",000009,PR,01/03/2024,SUPERMERCADO SUPERPAO S/A,778833200004
01009,170006,PA01020010,8.467,KG,"10,33","87.466,18",000009,PR,13/04/2024,SUPERMERCADO SUPERPAO S/A,778833200004
01009,170006,PA01020010,8.467,KG,"10,33","87.466,18",000009,PR,13/04/2024,SUPERMERCADO SUPERPAO S/A,778833200004
01009,170006,PA01020010,8.467,KG,"10,33","87.466,18",000009,PR,13/04/2024,SUPERMERCADO SUPERPAO S/A,778833200004
01009,162084,PA01020010,9.314,KG,"10,33","96.212,79",000009,PR,01/03/2024,SUPERMERCADO SUPERPAO S/A,778833200004
01009,159938,PA01020010,2.540,KG,"9,90","25.147,58",000009,PR,21/02/2024,SUPERMERCADO TONHAO LTDA,108286190003
01009,166674,PA01020010,847,KG,"10,10","8.551,87",000008,PR,28/03/2024,TOKO FRIOS ALIMENTOS LTDA.ME,181900260005
01009,155645,PA01020010,605,KG,"10,10","6.108,48",000008,PR,31/01/2024,TOKO FRIOS ALIMENTOS LTDA.ME,181900260005
01009,167044,PA01020010,847,KG,"10,09","8.543,40",000009,PR,01/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 821,932097650506
01009,152221,PA01020010,423,KG,"10,09","4.271,70",000009,PR,12/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 821,932097650506
01009,169924,PA01020010,847,KG,"10,09","8.543,40",000009,PR,12/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 837,932097650254
01009,167390,PA01020010,3.387,KG,"10,09","34.173,62",000009,PR,02/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 837,932097650254
01009,151630,PA01020010,847,KG,"10,09","8.543,40",000009,PR,09/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 837,932097650254
01009,169922,PA01020010,847,KG,"10,09","8.543,40",000009,PR,12/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 839,932097650088
01009,167394,PA01020010,2.540,KG,"10,09","25.630,21",000009,PR,02/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 839,932097650088
01009,151624,PA01020010,847,KG,"10,09","8.543,40",000009,PR,09/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 839,932097650088
01009,160690,PA01020010,423,KG,"10,09","4.271,70",000009,PR,24/02/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 844,932097650525
01009,166854,PA01020010,847,KG,"10,09","8.543,40",000009,PR,29/03/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 844,932097650525
01009,153225,PA01020010,423,KG,"10,09","4.271,70",000009,PR,16/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 844,932097650525
01009,169920,PA01020010,847,KG,"10,09","8.543,40",000009,PR,12/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 853,932097650153
01009,167398,PA01020010,2.540,KG,"10,09","25.630,21",000009,PR,02/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 853,932097650153
01009,167396,PA01020010,1.693,KG,"10,09","17.086,81",000009,PR,02/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 859,932097650481
01009,169586,PA01020010,1.693,KG,"10,09","17.086,81",000009,PR,11/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 859,932097650481
01009,151626,PA01020010,847,KG,"10,09","8.543,40",000009,PR,09/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 859,932097650481
01009,151628,PA01020010,847,KG,"10,09","8.543,40",000009,PR,09/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA LJ 860,932097650140
01009,168721,PA01020010,1.693,KG,"10,09","17.086,81",000009,PR,08/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA. - LJ 825,932097650370
01009,167384,PA01020010,3.387,KG,"10,09","34.173,62",000009,PR,02/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA. - LJ 825,932097650370
01009,151612,PA01020010,1.693,KG,"10,09","17.086,81",000009,PR,09/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA. - LJ 825,932097650370
01009,167404,PA01020010,847,KG,"10,09","8.543,40",000009,PR,02/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA. - LJ 848,932097650446
01009,151618,PA01020010,847,KG,"10,09","8.543,40",000009,PR,09/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA. - LJ 848,932097650446
01009,167400,PA01020010,847,KG,"10,09","8.543,40",000009,PR,02/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA. - LJ 873,932097650394
01009,170012,PA01020010,847,KG,"10,09","8.543,40",000009,PR,13/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA. - LJ 873,932097650394
01009,154544,PA01020010,847,KG,"10,09","8.543,40",000009,PR,24/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA. - LJ 873,932097650394
01009,167388,PA01020010,847,KG,"10,09","8.543,40",000009,PR,02/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA.- LJ 834,932097650129
01009,169926,PA01020010,847,KG,"10,09","8.543,40",000009,PR,12/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA.- LJ 834,932097650129
01009,151616,PA01020010,847,KG,"10,09","8.543,40",000009,PR,09/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA.- LJ 834,932097650129
01009,168737,PA01020010,847,KG,"10,09","8.543,40",000009,PR,08/04/2024,WMS SUPERMERCADOS DO BRASIL LTDA. LJ 855,932097650263
01009,151620,PA01020010,847,KG,"10,09","8.543,40",000009,PR,09/01/2024,WMS SUPERMERCADOS DO BRASIL LTDA. LJ 855,932097650263
01009,194779,PA01020012,80,KG,"12,15","972,00",000008,PR,20/08/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,174625,PA01020012,80,KG,"12,15","972,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,183391,PA01020012,104,KG,"12,15","1.263,60",000008,PR,25/06/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,166255,PA01020012,100,KG,"12,15","1.215,00",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,160874,PA01020012,60,KG,"12,15","729,00",000008,PR,26/02/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,160874,PA01020012,60,KG,"12,15","729,00",000008,PR,26/02/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,183391,PA01020012,104,KG,"12,15","1.263,60",000008,PR,25/06/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,194779,PA01020012,80,KG,"12,15","972,00",000008,PR,20/08/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,183391,PA01020012,104,KG,"12,15","1.263,60",000008,PR,25/06/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,160874,PA01020012,60,KG,"12,15","729,00",000008,PR,26/02/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,160874,PA01020012,60,KG,"12,15","729,00",000008,PR,26/02/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,183391,PA01020012,104,KG,"12,15","1.263,60",000008,PR,25/06/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,160874,PA01020012,60,KG,"12,15","729,00",000008,PR,26/02/2024,IRMAOS MUFFATO CIA LTDA LJ 79 - S.JOSE DOS,764304380079
01009,166219,PA01020012,80,KG,"12,15","972,00",000008,PR,26/03/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,183451,PA01020012,88,KG,"12,15","1.069,20",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,174585,PA01020012,60,KG,"12,15","729,00",000008,PR,13/05/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,191094,PA01020012,28,KG,"12,15","340,20",000008,PR,31/07/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,160915,PA01020012,52,KG,"12,15","631,80",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,160915,PA01020012,52,KG,"12,15","631,80",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,183451,PA01020012,88,KG,"12,15","1.069,20",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,160915,PA01020012,52,KG,"12,15","631,80",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,183451,PA01020012,88,KG,"12,15","1.069,20",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,160915,PA01020012,52,KG,"12,15","631,80",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,183451,PA01020012,88,KG,"12,15","1.069,20",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,160915,PA01020012,52,KG,"12,15","631,80",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,191094,PA01020012,28,KG,"12,15","340,20",000008,PR,31/07/2024,IRMAOS MUFFATO S.A LJ 116,764304380116
01009,165170,PA01020012,1.440,KG,"11,00","15.840,00",000009,PR,19/03/2024,ALONSO  SANTANA - COMERCIO DE FRIOS LTDA,069889070001
01009,162178,PA01020012,720,KG,"11,00","7.920,00",000009,PR,04/03/2024,ALONSO  SANTANA - COMERCIO DE FRIOS LTDA,069889070001
01009,165170,PA01020012,1.440,KG,"11,00","15.840,00",000009,PR,19/03/2024,ALONSO  SANTANA - COMERCIO DE FRIOS LTDA,069889070001
01009,173940,PA01020012,720,KG,"10,50","7.560,00",000008,PR,10/05/2024,COMPANHIA SULAMERICANA DE DISTRIBUICAO,115178410049
01009,166760,PA01020012,720,KG,"10,50","7.560,00",000008,PR,28/03/2024,COMPANHIA SULAMERICANA DE DISTRIBUICAO,115178410049
01009,179532,PA01020012,720,KG,"10,50","7.560,00",000008,PR,05/06/2024,COMPANHIA SULAMERICANA DE DISTRIBUICAO,115178410049
01009,167048,PA01020012,720,KG,"10,50","7.560,00",000008,PR,01/04/2024,COMPANHIA SULAMERICANA DE DISTRIBUICAO,115178410049
01009,166728,PA01020012,720,KG,"10,50","7.560,00",000008,PR,28/03/2024,COMPANHIA SULAMERICANA DE DISTRIBUICAO,115178410049
01009,166723,PA01020012,720,KG,"10,50","7.560,00",000008,PR,28/03/2024,COMPANHIA SULAMERICANA DE DISTRIBUICAO,115178410049
01009,161257,PA01020012,20,KG,"12,15","243,00",000008,PR,27/02/2024,DISTRIBUIDORA ATACADISTA DE ALIMENTOS CIRCUITO LTDA,153700080001
01009,161257,PA01020012,20,KG,"12,15","243,00",000008,PR,27/02/2024,DISTRIBUIDORA ATACADISTA DE ALIMENTOS CIRCUITO LTDA,153700080001
01009,161257,PA01020012,20,KG,"12,15","243,00",000008,PR,27/02/2024,DISTRIBUIDORA ATACADISTA DE ALIMENTOS CIRCUITO LTDA,153700080001
01009,159932,PA01020012,360,KG,"10,60","3.816,00",000009,PR,21/02/2024,DUSNEI ALIMENTOS LTDA - CAMBE,818942550003
01009,159932,PA01020012,360,KG,"10,60","3.816,00",000009,PR,21/02/2024,DUSNEI ALIMENTOS LTDA - CAMBE,818942550003
01009,159932,PA01020012,360,KG,"10,60","3.816,00",000009,PR,21/02/2024,DUSNEI ALIMENTOS LTDA - CAMBE,818942550003
01009,168839,PA01020012,720,KG,"10,60","7.632,00",000009,PR,09/04/2024,DUSNEI ALIMENTOS LTDA - CAMBE,818942550003
01009,168839,PA01020012,720,KG,"10,60","7.632,00",000009,PR,09/04/2024,DUSNEI ALIMENTOS LTDA - CAMBE,818942550003
01009,181489,PA01020012,8,KG,"10,60","84,80",000009,PR,17/06/2024,DUSNEI ALIMENTOS LTDA - MARINGA,818942550001
01009,181489,PA01020012,8,KG,"10,60","84,80",000009,PR,17/06/2024,DUSNEI ALIMENTOS LTDA - MARINGA,818942550001
01009,160827,PA01020012,20,KG,"12,15","243,00",000008,PR,26/02/2024,GINA  ALEX SUPERMERCADOS LTDA,062930330001
01009,160827,PA01020012,20,KG,"12,15","243,00",000008,PR,26/02/2024,GINA  ALEX SUPERMERCADOS LTDA,062930330001
01009,160827,PA01020012,20,KG,"12,15","243,00",000008,PR,26/02/2024,GINA  ALEX SUPERMERCADOS LTDA,062930330001
01009,165969,PA01020012,200,KG,"12,15","2.430,00",000008,PR,25/03/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,174615,PA01020012,120,KG,"12,15","1.458,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,191126,PA01020012,156,KG,"12,15","1.895,40",000008,PR,31/07/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,159887,PA01020012,92,KG,"12,15","1.117,80",000008,PR,21/02/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,159887,PA01020012,92,KG,"12,15","1.117,80",000008,PR,21/02/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,159887,PA01020012,92,KG,"12,15","1.117,80",000008,PR,21/02/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,159887,PA01020012,92,KG,"12,15","1.117,80",000008,PR,21/02/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,191126,PA01020012,156,KG,"12,15","1.895,40",000008,PR,31/07/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,159887,PA01020012,92,KG,"12,15","1.117,80",000008,PR,21/02/2024,IRMAOS MUFFATO CIA LTDA LJ 67 - PARANAGUA,764304380067
01009,166271,PA01020012,120,KG,"12,15","1.458,00",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 70 - PINHEIRINHO,764304380070
01009,174631,PA01020012,80,KG,"12,15","972,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 70 - PINHEIRINHO,764304380070
01009,165959,PA01020012,80,KG,"12,15","972,00",000008,PR,25/03/2024,IRMAOS MUFFATO CIA LTDA LJ 75 - BAIRRO,764304380075
01009,174637,PA01020012,80,KG,"12,15","972,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 75 - BAIRRO,764304380075
01009,164863,PA01020012,100,KG,"12,15","1.215,00",000008,PR,18/03/2024,IRMAOS MUFFATO CIA LTDA LJ 89 - PINHAIS,764304380089
01009,174619,PA01020012,100,KG,"12,15","1.215,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 89 - PINHAIS,764304380089
01009,166237,PA01020012,120,KG,"12,15","1.458,00",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 90 -FAZ. RIO,764304380090
01009,174607,PA01020012,80,KG,"12,15","972,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 90 -FAZ. RIO,764304380090
01009,166247,PA01020012,100,KG,"12,15","1.215,00",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,174603,PA01020012,60,KG,"12,15","729,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,191147,PA01020012,120,KG,"12,15","1.458,00",000008,PR,31/07/2024,IRMAOS MUFFATO CIA LTDA LJ 91 - ARAUCARIA,764304380091
01009,191152,PA01020012,40,KG,"12,15","486,00",000008,PR,31/07/2024,IRMAOS MUFFATO CIA LTDA LJ 92 - PONTA,764304380092
01009,166221,PA01020012,88,KG,"12,15","1.069,20",000008,PR,26/03/2024,IRMAOS MUFFATO CIA LTDA LJ 92 - PONTA,764304380092
01009,174583,PA01020012,60,KG,"12,15","729,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ 92 - PONTA,764304380092
01009,191119,PA01020012,120,KG,"12,15","1.458,00",000008,PR,31/07/2024,IRMAOS MUFFATO CIA LTDA LJ76 - CIC,764304380076
01009,191119,PA01020012,120,KG,"12,15","1.458,00",000008,PR,31/07/2024,IRMAOS MUFFATO CIA LTDA LJ76 - CIC,764304380076
01009,164867,PA01020012,120,KG,"12,15","1.458,00",000008,PR,18/03/2024,IRMAOS MUFFATO CIA LTDA LJ76 - CIC,764304380076
01009,174643,PA01020012,80,KG,"12,15","972,00",000008,PR,13/05/2024,IRMAOS MUFFATO CIA LTDA LJ76 - CIC,764304380076
01009,184512,PA01020012,80,KG,"12,15","972,00",000008,PR,29/06/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,179499,PA01020012,160,KG,"12,15","1.944,00",000008,PR,05/06/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,198809,PA01020012,120,KG,"12,15","1.458,00",000008,PR,09/09/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,184512,PA01020012,80,KG,"12,15","972,00",000008,PR,29/06/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,184512,PA01020012,80,KG,"12,15","972,00",000008,PR,29/06/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,179499,PA01020012,160,KG,"12,15","1.944,00",000008,PR,05/06/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,198809,PA01020012,120,KG,"12,15","1.458,00",000008,PR,09/09/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,179499,PA01020012,160,KG,"12,15","1.944,00",000008,PR,05/06/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,184512,PA01020012,80,KG,"12,15","972,00",000008,PR,29/06/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,198809,PA01020012,120,KG,"12,15","1.458,00",000008,PR,09/09/2024,IRMAOS MUFFATO S.A - LJ 74,764304380074
01009,184517,PA01020012,120,KG,"12,15","1.458,00",000008,PR,29/06/2024,IRMAOS MUFFATO S.A LJ 110,764304380110
01009,179485,PA01020012,120,KG,"12,15","1.458,00",000008,PR,05/06/2024,IRMAOS MUFFATO S.A LJ 110,764304380110
01009,184517,PA01020012,120,KG,"12,15","1.458,00",000008,PR,29/06/2024,IRMAOS MUFFATO S.A LJ 110,764304380110
01009,184517,PA01020012,120,KG,"12,15","1.458,00",000008,PR,29/06/2024,IRMAOS MUFFATO S.A LJ 110,764304380110
01009,179485,PA01020012,120,KG,"12,15","1.458,00",000008,PR,05/06/2024,IRMAOS MUFFATO S.A LJ 110,764304380110
01009,179485,PA01020012,120,KG,"12,15","1.458,00",000008,PR,05/06/2024,IRMAOS MUFFATO S.A LJ 110,764304380110
01009,184517,PA01020012,120,KG,"12,15","1.458,00",000008,PR,29/06/2024,IRMAOS MUFFATO S.A LJ 110,764304380110
01009,165950,PA01020012,80,KG,"12,15","972,00",000008,PR,25/03/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,183401,PA01020012,72,KG,"12,15","874,80",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,174601,PA01020012,40,KG,"12,15","486,00",000008,PR,13/05/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,160850,PA01020012,44,KG,"12,15","534,60",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,160850,PA01020012,44,KG,"12,15","534,60",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,183401,PA01020012,72,KG,"12,15","874,80",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,160850,PA01020012,44,KG,"12,15","534,60",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,183401,PA01020012,72,KG,"12,15","874,80",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,183401,PA01020012,72,KG,"12,15","874,80",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,160850,PA01020012,44,KG,"12,15","534,60",000008,PR,26/02/2024,IRMAOS MUFFATO S.A LJ 111,764304380111
01009,183436,PA01020012,88,KG,"12,15","1.069,20",000008,PR,25/06/2024,IRMAOS MUFFATO S.A LJ 113,764304380113
01009,160056,PA01020012,56,KG,"12,15","680,40",000008,PR,22/02/2024,IRMAOS MUFFATO S.A LJ 113,764304380113
